INFO:root:[AutoTrain] ep=0, question='Language spoken in Czech Republic?', correct=10, chosen=4, rew=-1, eps=0.995, confidence=0.0769
INFO:root:[AutoTrain] ep=512, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.076, confidence=0.6793
INFO:root:[AutoTrain] ep=513, question='Give me an example of a secure password.', correct=4, chosen=4, rew=1, eps=0.076, confidence=0.0243
INFO:root:[AutoTrain] ep=514, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.076, confidence=1.0995
INFO:root:[AutoTrain] ep=515, question='Explain the concept of gravity in simple terms.', correct=4, chosen=4, rew=1, eps=0.075, confidence=0.7352
INFO:root:[AutoTrain] ep=516, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.075, confidence=-0.0655
INFO:root:[AutoTrain] ep=517, question='How does a leap year work? ', correct=4, chosen=7, rew=-1, eps=0.075, confidence=-0.2848
INFO:root:[AutoTrain] ep=518, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.074, confidence=1.0016
INFO:root:[AutoTrain] ep=519, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.074, confidence=-0.0419
INFO:root:[AutoTrain] ep=520, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.073, confidence=0.9855
INFO:root:[AutoTrain] ep=521, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=1, rew=-1, eps=0.073, confidence=0.0769
INFO:root:[AutoTrain] ep=522, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.073, confidence=0.9850
INFO:root:[AutoTrain] ep=523, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.072, confidence=-0.3045
INFO:root:[AutoTrain] ep=524, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.072, confidence=0.9954
INFO:root:[AutoTrain] ep=525, question='How many days does February contain in a leap year?', correct=3, chosen=0, rew=-1, eps=0.072, confidence=0.0769
INFO:root:[AutoTrain] ep=526, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.071, confidence=0.8589
INFO:root:[AutoTrain] ep=527, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.071, confidence=-0.0063
INFO:root:[AutoTrain] ep=528, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.071, confidence=0.9882
INFO:root:[AutoTrain] ep=529, question='How many days in leap year February?', correct=3, chosen=6, rew=-1, eps=0.070, confidence=0.0769
INFO:root:[AutoTrain] ep=530, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.070, confidence=0.2064
INFO:root:[AutoTrain] ep=531, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.069, confidence=0.5724
INFO:root:[AutoTrain] ep=532, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.069, confidence=0.9832
INFO:root:[AutoTrain] ep=533, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.069, confidence=0.9942
INFO:root:[AutoTrain] ep=534, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.068, confidence=0.9985
INFO:root:[AutoTrain] ep=535, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.068, confidence=1.0956
INFO:root:[AutoTrain] ep=536, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.068, confidence=0.5673
INFO:root:[AutoTrain] ep=537, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.067, confidence=0.0313
INFO:root:[AutoTrain] ep=538, question='What is the capital of Germany?', correct=6, chosen=10, rew=-1, eps=0.067, confidence=0.0769
INFO:root:[AutoTrain] ep=539, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.067, confidence=0.5565
INFO:root:[AutoTrain] ep=540, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.066, confidence=0.2604
INFO:root:[AutoTrain] ep=541, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.066, confidence=1.0166
INFO:root:[AutoTrain] ep=542, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.066, confidence=1.2111
INFO:root:[AutoTrain] ep=543, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.065, confidence=0.9270
INFO:root:[AutoTrain] ep=544, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.065, confidence=1.0247
INFO:root:[AutoTrain] ep=545, question='What is the capital of Poland?', correct=0, chosen=5, rew=-1, eps=0.065, confidence=-0.5467
INFO:root:[AutoTrain] ep=546, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.064, confidence=0.9129
INFO:root:[AutoTrain] ep=547, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.064, confidence=0.9218
INFO:root:[AutoTrain] ep=548, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.064, confidence=0.2730
INFO:root:[AutoTrain] ep=549, question='When is January 1 celebrated?', correct=7, chosen=1, rew=-1, eps=0.063, confidence=-0.0627
INFO:root:[AutoTrain] ep=550, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.063, confidence=0.9351
INFO:root:[AutoTrain] ep=551, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=5, rew=-1, eps=0.063, confidence=0.0769
INFO:root:[AutoTrain] ep=552, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.063, confidence=1.0585
INFO:root:[AutoTrain] ep=553, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.062, confidence=0.8797
INFO:root:[AutoTrain] ep=554, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.062, confidence=0.8007
INFO:root:[AutoTrain] ep=555, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.062, confidence=0.9886
INFO:root:[AutoTrain] ep=556, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.061, confidence=0.9710
INFO:root:[AutoTrain] ep=557, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.061, confidence=1.0038
INFO:root:[AutoTrain] ep=558, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.061, confidence=0.7322
INFO:root:[AutoTrain] ep=559, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.060, confidence=1.1833
INFO:root:[AutoTrain] ep=560, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.060, confidence=0.9634
INFO:root:[AutoTrain] ep=561, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.060, confidence=0.9246
INFO:root:[AutoTrain] ep=562, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.059, confidence=1.1855
INFO:root:[AutoTrain] ep=563, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.059, confidence=0.8888
INFO:root:[AutoTrain] ep=564, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.059, confidence=0.9068
INFO:root:[AutoTrain] ep=565, question='Capitol of Poland?', correct=0, chosen=4, rew=-1, eps=0.059, confidence=-0.1856
INFO:root:[AutoTrain] ep=566, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=5, rew=-1, eps=0.058, confidence=0.0769
INFO:root:[AutoTrain] ep=567, question='Who will be the next president of Poland?', correct=11, chosen=4, rew=-1, eps=0.058, confidence=-0.3534
INFO:root:[AutoTrain] ep=568, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.058, confidence=0.6819
INFO:root:[AutoTrain] ep=569, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.057, confidence=1.0076
INFO:root:[AutoTrain] ep=570, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.057, confidence=0.9932
INFO:root:[AutoTrain] ep=571, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.057, confidence=0.8939
INFO:root:[AutoTrain] ep=572, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.057, confidence=0.6902
INFO:root:[AutoTrain] ep=573, question='What is the capital of Poland?', correct=0, chosen=3, rew=-1, eps=0.056, confidence=-0.6298
INFO:root:[AutoTrain] ep=574, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.056, confidence=0.6963
INFO:root:[AutoTrain] ep=575, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.056, confidence=0.9568
INFO:root:[AutoTrain] ep=576, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.055, confidence=-0.2559
INFO:root:[AutoTrain] ep=577, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.055, confidence=0.9099
INFO:root:[AutoTrain] ep=578, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.055, confidence=0.9203
INFO:root:[AutoTrain] ep=579, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.055, confidence=0.9806
INFO:root:[AutoTrain] ep=580, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.054, confidence=0.9285
INFO:root:[AutoTrain] ep=581, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.054, confidence=0.9280
INFO:root:[AutoTrain] ep=582, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.054, confidence=-0.0296
INFO:root:[AutoTrain] ep=583, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.054, confidence=1.0243
INFO:root:[AutoTrain] ep=584, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.053, confidence=1.0371
INFO:root:[AutoTrain] ep=585, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.053, confidence=0.4673
INFO:root:[AutoTrain] ep=586, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.053, confidence=1.0548
INFO:root:[AutoTrain] ep=587, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.052, confidence=0.7210
INFO:root:[AutoTrain] ep=588, question='Berlin is capital of which country?', correct=12, chosen=8, rew=-1, eps=0.052, confidence=-0.1321
INFO:root:[AutoTrain] ep=589, question='What is the capital of Poland?', correct=0, chosen=3, rew=-1, eps=0.052, confidence=-0.6567
INFO:root:[AutoTrain] ep=590, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.052, confidence=0.8600
INFO:root:[AutoTrain] ep=591, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.051, confidence=0.9455
INFO:root:[AutoTrain] ep=592, question='When is January 1 celebrated?', correct=7, chosen=1, rew=-1, eps=0.051, confidence=-0.0217
INFO:root:[AutoTrain] ep=593, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.051, confidence=0.9582
INFO:root:[AutoTrain] ep=594, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.051, confidence=0.9961
INFO:root:[AutoTrain] ep=595, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.050, confidence=0.1481
INFO:root:[AutoTrain] ep=596, question='What is the capital of Poland?', correct=0, chosen=3, rew=-1, eps=0.050, confidence=-0.6521
INFO:root:[AutoTrain] ep=597, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.050, confidence=0.5228
INFO:root:[AutoTrain] ep=598, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.050, confidence=0.8307
INFO:root:[AutoTrain] ep=599, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.049, confidence=1.0934
INFO:root:[AutoTrain] ep=600, question='Where is the capital city of Poland?', correct=0, chosen=3, rew=-1, eps=0.049, confidence=-0.7722
INFO:root:[AutoTrain] ep=601, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=2, rew=-1, eps=0.049, confidence=-0.0488
INFO:root:[AutoTrain] ep=602, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.049, confidence=0.7607
INFO:root:[AutoTrain] ep=603, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.048, confidence=1.1060
INFO:root:[AutoTrain] ep=604, question='Name Poland' s capital city', correct=0, chosen=3, rew=-1, eps=0.048, confidence=-0.4281
INFO:root:[AutoTrain] ep=605, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.048, confidence=1.0789
INFO:root:[AutoTrain] ep=606, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.048, confidence=1.0147
INFO:root:[AutoTrain] ep=607, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.047, confidence=0.9844
INFO:root:[AutoTrain] ep=608, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.047, confidence=0.5782
INFO:root:[AutoTrain] ep=609, question='What is the capital of Poland?', correct=0, chosen=3, rew=-1, eps=0.047, confidence=-0.6659
INFO:root:[AutoTrain] ep=610, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.047, confidence=0.9835
INFO:root:[AutoTrain] ep=611, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.047, confidence=0.9940
INFO:root:[AutoTrain] ep=612, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.046, confidence=0.4191
INFO:root:[AutoTrain] ep=613, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.046, confidence=0.7347
INFO:root:[AutoTrain] ep=614, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.046, confidence=0.4254
INFO:root:[AutoTrain] ep=615, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.046, confidence=0.8773
INFO:root:[AutoTrain] ep=616, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.045, confidence=0.9933
INFO:root:[AutoTrain] ep=617, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.045, confidence=0.7354
INFO:root:[AutoTrain] ep=618, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.045, confidence=0.9638
INFO:root:[AutoTrain] ep=619, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.045, confidence=0.6686
INFO:root:[AutoTrain] ep=620, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.044, confidence=0.9983
INFO:root:[AutoTrain] ep=621, question='Explain the concept of gravity in simple terms.', correct=4, chosen=4, rew=1, eps=0.044, confidence=0.9849
INFO:root:[AutoTrain] ep=622, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.044, confidence=0.6952
INFO:root:[AutoTrain] ep=623, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.044, confidence=0.9657
INFO:root:[AutoTrain] ep=624, question='When is January 1 celebrated?', correct=7, chosen=1, rew=-1, eps=0.044, confidence=-0.1486
INFO:root:[AutoTrain] ep=625, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.043, confidence=0.9249
INFO:root:[AutoTrain] ep=626, question='Capital of Poland is? ', correct=0, chosen=5, rew=-1, eps=0.043, confidence=-0.4229
INFO:root:[AutoTrain] ep=627, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.043, confidence=0.3928
INFO:root:[AutoTrain] ep=628, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.043, confidence=1.0035
INFO:root:[AutoTrain] ep=629, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.043, confidence=1.0541
INFO:root:[AutoTrain] ep=630, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=2, rew=-1, eps=0.042, confidence=-0.0334
INFO:root:[AutoTrain] ep=631, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.042, confidence=0.4636
INFO:root:[AutoTrain] ep=632, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.042, confidence=0.8573
INFO:root:[AutoTrain] ep=633, question='Who will be the next president of Poland?', correct=11, chosen=4, rew=-1, eps=0.042, confidence=-0.5170
INFO:root:[AutoTrain] ep=634, question='What is the capital of the Czech Republic?', correct=5, chosen=5, rew=1, eps=0.041, confidence=0.5656
INFO:root:[AutoTrain] ep=635, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.041, confidence=0.9897
INFO:root:[AutoTrain] ep=636, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.041, confidence=0.7907
INFO:root:[AutoTrain] ep=637, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.041, confidence=0.9513
INFO:root:[AutoTrain] ep=638, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.041, confidence=0.4959
INFO:root:[AutoTrain] ep=639, question='When is January 1 celebrated?', correct=7, chosen=1, rew=-1, eps=0.040, confidence=-0.1849
INFO:root:[AutoTrain] ep=640, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.040, confidence=0.9611
INFO:root:[AutoTrain] ep=641, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.040, confidence=0.1762
INFO:root:[AutoTrain] ep=642, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.040, confidence=0.8923
INFO:root:[AutoTrain] ep=643, question='What is the capital of Czech Republic?', correct=5, chosen=5, rew=1, eps=0.040, confidence=0.5554
INFO:root:[AutoTrain] ep=644, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.039, confidence=0.9636
INFO:root:[AutoTrain] ep=645, question='When is January 1 celebrated?', correct=7, chosen=1, rew=-1, eps=0.039, confidence=-0.1875
INFO:root:[AutoTrain] ep=646, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.039, confidence=1.1246
INFO:root:[AutoTrain] ep=647, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.039, confidence=0.9683
INFO:root:[AutoTrain] ep=648, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.039, confidence=1.1141
INFO:root:[AutoTrain] ep=649, question='What is UHK?', correct=2, chosen=3, rew=-1, eps=0.038, confidence=0.0769
INFO:root:[AutoTrain] ep=650, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.038, confidence=1.0437
INFO:root:[AutoTrain] ep=651, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.038, confidence=0.9139
INFO:root:[AutoTrain] ep=652, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.038, confidence=0.9110
INFO:root:[AutoTrain] ep=653, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.038, confidence=1.0936
INFO:root:[AutoTrain] ep=654, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.038, confidence=0.5418
INFO:root:[AutoTrain] ep=655, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.037, confidence=0.9281
INFO:root:[AutoTrain] ep=656, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.037, confidence=1.0161
INFO:root:[AutoTrain] ep=657, question='When is January 1 celebrated?', correct=7, chosen=11, rew=-1, eps=0.037, confidence=0.0769
INFO:root:[AutoTrain] ep=658, question='What is the capital of the Czech Republic?', correct=5, chosen=5, rew=1, eps=0.037, confidence=0.6207
INFO:root:[AutoTrain] ep=659, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.037, confidence=0.7621
INFO:root:[AutoTrain] ep=660, question='Give me an example of a secure password.', correct=4, chosen=4, rew=1, eps=0.036, confidence=0.6306
INFO:root:[AutoTrain] ep=661, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.036, confidence=0.9408
INFO:root:[AutoTrain] ep=662, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.036, confidence=0.9492
INFO:root:[AutoTrain] ep=663, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.036, confidence=1.0610
INFO:root:[AutoTrain] ep=664, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.036, confidence=1.0180
INFO:root:[AutoTrain] ep=665, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.035, confidence=0.8535
INFO:root:[AutoTrain] ep=666, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.035, confidence=1.0094
INFO:root:[AutoTrain] ep=667, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.035, confidence=1.1657
INFO:root:[AutoTrain] ep=668, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.035, confidence=0.9771
INFO:root:[AutoTrain] ep=669, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=1, rew=-1, eps=0.035, confidence=0.0546
INFO:root:[AutoTrain] ep=670, question='Who will be the next president of Poland?', correct=11, chosen=4, rew=-1, eps=0.035, confidence=-0.5414
INFO:root:[AutoTrain] ep=671, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.034, confidence=0.9517
INFO:root:[AutoTrain] ep=672, question='Where is the capital city of Poland?', correct=0, chosen=5, rew=-1, eps=0.034, confidence=-0.9929
INFO:root:[AutoTrain] ep=673, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.034, confidence=0.8265
INFO:root:[AutoTrain] ep=674, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.034, confidence=0.7772
INFO:root:[AutoTrain] ep=675, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.034, confidence=0.3846
INFO:root:[AutoTrain] ep=676, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.034, confidence=1.0100
INFO:root:[AutoTrain] ep=677, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.033, confidence=0.8129
INFO:root:[AutoTrain] ep=678, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.033, confidence=0.7637
INFO:root:[AutoTrain] ep=679, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.033, confidence=1.0153
INFO:root:[AutoTrain] ep=680, question='Who will be the next president of Poland?', correct=11, chosen=4, rew=-1, eps=0.033, confidence=-0.6650
INFO:root:[AutoTrain] ep=681, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.033, confidence=1.0027
INFO:root:[AutoTrain] ep=682, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.033, confidence=1.0621
INFO:root:[AutoTrain] ep=683, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.032, confidence=0.8831
INFO:root:[AutoTrain] ep=684, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.032, confidence=0.7872
INFO:root:[AutoTrain] ep=685, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.032, confidence=0.9466
INFO:root:[AutoTrain] ep=686, question='What is the capital of the Czech Republic?', correct=5, chosen=5, rew=1, eps=0.032, confidence=0.6988
INFO:root:[AutoTrain] ep=687, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.032, confidence=1.1662
INFO:root:[AutoTrain] ep=688, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.032, confidence=0.8236
INFO:root:[AutoTrain] ep=689, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.031, confidence=1.0128
INFO:root:[AutoTrain] ep=690, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.031, confidence=1.0292
INFO:root:[AutoTrain] ep=691, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=1, rew=-1, eps=0.031, confidence=-0.1545
INFO:root:[AutoTrain] ep=692, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.031, confidence=1.0074
INFO:root:[AutoTrain] ep=693, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.031, confidence=0.9539
INFO:root:[AutoTrain] ep=694, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.031, confidence=1.0073
INFO:root:[AutoTrain] ep=695, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.031, confidence=0.7980
INFO:root:[AutoTrain] ep=696, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.030, confidence=0.7635
INFO:root:[AutoTrain] ep=697, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.030, confidence=1.0131
INFO:root:[AutoTrain] ep=698, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.030, confidence=0.9557
INFO:root:[AutoTrain] ep=699, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.030, confidence=0.8566
INFO:root:[AutoTrain] ep=700, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.030, confidence=1.0568
INFO:root:[AutoTrain] ep=701, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.030, confidence=0.9649
INFO:root:[AutoTrain] ep=702, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.029, confidence=0.9922
INFO:root:[AutoTrain] ep=703, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.029, confidence=1.0060
INFO:root:[AutoTrain] ep=704, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.029, confidence=0.8587
INFO:root:[AutoTrain] ep=705, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.029, confidence=1.0075
INFO:root:[AutoTrain] ep=706, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.029, confidence=0.9975
INFO:root:[AutoTrain] ep=707, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.029, confidence=1.0000
INFO:root:[AutoTrain] ep=708, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.029, confidence=0.9970
INFO:root:[AutoTrain] ep=709, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.028, confidence=0.9926
INFO:root:[AutoTrain] ep=710, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=1, rew=-1, eps=0.028, confidence=-0.2434
INFO:root:[AutoTrain] ep=711, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.028, confidence=0.3562
INFO:root:[AutoTrain] ep=712, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.028, confidence=1.2279
INFO:root:[AutoTrain] ep=713, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.028, confidence=0.5860
INFO:root:[AutoTrain] ep=714, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.028, confidence=1.0063
INFO:root:[AutoTrain] ep=715, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.028, confidence=1.0191
