INFO:root:[AutoTrain] ep=0, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.995
INFO:root:[AutoTrain] ep=314, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=315, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=316, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=317, question='Give me an example of a secure password.', correct=4, chosen=7, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=318, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=319, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=320, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=321, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=322, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=323, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=324, question='Explain the concept of gravity in simple terms.', correct=4, chosen=8, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=325, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=326, question='Berlin is capital of which country?', correct=12, chosen=12, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=327, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=328, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=329, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=2, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=330, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=331, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=332, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=333, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=334, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=335, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=336, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=337, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=338, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=339, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=340, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=341, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=342, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=343, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=344, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=345, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=346, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=347, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=348, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=349, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=350, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=351, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=352, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=353, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=354, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=355, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=356, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=357, question='What is the capital of the Czech Republic?', correct=5, chosen=11, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=358, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=359, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=360, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=361, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=362, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=363, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=364, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=365, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=366, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=367, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=368, question='Which language is spoken in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=369, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=370, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=371, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=372, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=373, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=374, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=375, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=376, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=377, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=378, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=379, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=380, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=381, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=382, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=383, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=384, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=385, question='Explain the concept of gravity in simple terms.', correct=4, chosen=0, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=386, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=387, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=388, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=389, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=390, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=391, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=392, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=393, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=394, question='What is the capital of Czech Republic?', correct=5, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=395, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=396, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=397, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=398, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=399, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=400, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=401, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=402, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=403, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=404, question='On which date do people celebrate New Year’s Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=405, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=406, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=407, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=408, question='Berlin is capital of which country?', correct=12, chosen=12, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=409, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=410, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=411, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=412, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=413, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=414, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=415, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=416, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=417, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=418, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=419, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=420, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=421, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=422, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=423, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=424, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=425, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=426, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=427, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=428, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=429, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=430, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=431, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=432, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=433, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=434, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=435, question='What is the capital of Czech Republic?', correct=5, chosen=8, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=436, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=437, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=438, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=439, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=440, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=441, question='How does a leap year work? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=442, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=443, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=444, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=445, question='What is my favorite color?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=446, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=447, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=448, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=449, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=450, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=451, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=452, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=453, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=454, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=455, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=456, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=457, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=458, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=459, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=460, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=461, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=462, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=463, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=464, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=465, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=466, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=467, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=468, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=469, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=470, question='What language do people speak in Czech Republic?', correct=10, chosen=7, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=471, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=472, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=473, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=474, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=475, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=476, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=477, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=478, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=479, question='Explain the concept of gravity in simple terms.', correct=4, chosen=10, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=480, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=481, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=482, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=483, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=484, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=485, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=486, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=487, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=488, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=489, question='Give me an example of a secure password.', correct=4, chosen=5, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=490, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=491, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=492, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=493, question='What language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=494, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=495, question='Which language is spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=496, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=497, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=498, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=499, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=500, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=501, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=1, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=502, question='Who is the artist behind Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=503, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=504, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=505, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=506, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=507, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=508, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=509, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=510, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=511, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=512, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=513, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=514, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=515, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=516, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=517, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=518, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=519, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=520, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=1, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=521, question='Who painted the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=522, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=523, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=524, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=525, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=526, question='Where is 'Lady with an Ermine' located?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=527, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=528, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=529, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=530, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=531, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=532, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=533, question='Is there a university called UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=534, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=535, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=536, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=537, question='Date of New Year's Day?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=538, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=539, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=540, question='What is the capital of Czech Republic?', correct=5, chosen=3, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=541, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=542, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=543, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=544, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=545, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=546, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=547, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=548, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=549, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=550, question='University in Hradec Kralove?', correct=2, chosen=12, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=551, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=552, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
